รหัส,ชื่อหมู่บ้าน,หมู่,ชื่อตำบล,ชื่ออำเภอ,จังหวัด,ประชากร
86011409,ช่องไทร,9,ทุ่งคา,เมืองชุมพร,ชุมพร,493
86011410,สำราญรมย์,10,ทุ่งคา,เมืองชุมพร,ชุมพร,620
86011411,ดอนน้ำท่วม,11,ทุ่งคา,เมืองชุมพร,ชุมพร,470
86011501,คลองสูบ,1,วิสัยเหนือ,เมืองชุมพร,ชุมพร,993
86011502,เชิงกระ,2,วิสัยเหนือ,เมืองชุมพร,ชุมพร,521
86011503,ไซตู,3,วิสัยเหนือ,เมืองชุมพร,ชุมพร,435
86011504,หัวแหลม,4,วิสัยเหนือ,เมืองชุมพร,ชุมพร,612
86011505,ล่าง,5,วิสัยเหนือ,เมืองชุมพร,ชุมพร,130
86011506,กลาง,6,วิสัยเหนือ,เมืองชุมพร,ชุมพร,282
86011507,วิสัยเหนือ,7,วิสัยเหนือ,เมืองชุมพร,ชุมพร,697
86011508,เขาชันโต๊ะ,8,วิสัยเหนือ,เมืองชุมพร,ชุมพร,421
86011509,เขายาว,9,วิสัยเหนือ,เมืองชุมพร,ชุมพร,525
86011510,หน้าเขา,10,วิสัยเหนือ,เมืองชุมพร,ชุมพร,475
86011511,ช่องบ้านมา,11,วิสัยเหนือ,เมืองชุมพร,ชุมพร,721
86011512,ดอนโชน,12,วิสัยเหนือ,เมืองชุมพร,ชุมพร,356
86011601,ฝั่งแดง,1,หาดทรายรี,เมืองชุมพร,ชุมพร,679
86011602,อีเล็ด,2,หาดทรายรี,เมืองชุมพร,ชุมพร,639
86011603,ทุ่งมะขาม,3,หาดทรายรี,เมืองชุมพร,ชุมพร,553
86011604,ดอนพลับ,4,หาดทรายรี,เมืองชุมพร,ชุมพร,543
86011605,ท่าจรเข้,5,หาดทรายรี,เมืองชุมพร,ชุมพร,666
86011606,หาดทรายรี,6,หาดทรายรี,เมืองชุมพร,ชุมพร,488
86011607,หาดทรายรี,7,หาดทรายรี,เมืองชุมพร,ชุมพร,384
86011701,ถ้ำสิงห์,1,ถ้ำสิงห์,เมืองชุมพร,ชุมพร,848
86011702,เขายาว,2,ถ้ำสิงห์,เมืองชุมพร,ชุมพร,323
86011703,ควนจำปา,3,ถ้ำสิงห์,เมืองชุมพร,ชุมพร,466
86011704,ถ้ำเพิง,4,ถ้ำสิงห์,เมืองชุมพร,ชุมพร,488
86011705,ห้วยแก้ว,5,ถ้ำสิงห์,เมืองชุมพร,ชุมพร,535
86011706,หนองตำเสา,6,ถ้ำสิงห์,เมืองชุมพร,ชุมพร,413
86020101,นาดอน,1,ท่าแซะ,ท่าแซะ,ชุมพร,49
86020102,เกาะปอ,2,ท่าแซะ,ท่าแซะ,ชุมพร,224
86020103,แหลมยาง,3,ท่าแซะ,ท่าแซะ,ชุมพร,156
86020104,คลองบ่อ,4,ท่าแซะ,ท่าแซะ,ชุมพร,335
86020105,ทุ่งบิ่น,5,ท่าแซะ,ท่าแซะ,ชุมพร,246
86020106,โตนดการ้อง,6,ท่าแซะ,ท่าแซะ,ชุมพร,120
86020107,ยางฆ้อ,7,ท่าแซะ,ท่าแซะ,ชุมพร,233
86020108,นาสร้าง,8,ท่าแซะ,ท่าแซะ,ชุมพร,612
86020109,นาหวาน,9,ท่าแซะ,ท่าแซะ,ชุมพร,406
86020110,น้ำหัก,10,ท่าแซะ,ท่าแซะ,ชุมพร,323
86020111,นาตาสอน,11,ท่าแซะ,ท่าแซะ,ชุมพร,214
86020112,เขาวง,12,ท่าแซะ,ท่าแซะ,ชุมพร,781
86020113,น้ำพุ,13,ท่าแซะ,ท่าแซะ,ชุมพร,1329
86020114,เขาอำปาง,14,ท่าแซะ,ท่าแซะ,ชุมพร,470
86020115,เขาน้อย,15,ท่าแซะ,ท่าแซะ,ชุมพร,483
86020116,รัชดา,16,ท่าแซะ,ท่าแซะ,ชุมพร,154
86020117,ในเลาะ,17,ท่าแซะ,ท่าแซะ,ชุมพร,477
86020118,นิคม,18,ท่าแซะ,ท่าแซะ,ชุมพร,441
86020151,นาดอน,1,ท่าแซะ,ท่าแซะ,ชุมพร,227
86020152,เขาวง,12,ท่าแซะ,ท่าแซะ,ชุมพร,136
86020153,แหลมยาง,3,ท่าแซะ,ท่าแซะ,ชุมพร,66
86020154,คลองบ่อ,4,ท่าแซะ,ท่าแซะ,ชุมพร,44
86020156,โตนดการ้อง,6,ท่าแซะ,ท่าแซะ,ชุมพร,1365
86020157,ยางฆ้อ,7,ท่าแซะ,ท่าแซะ,ชุมพร,431
86020158,นาสร้าง,8,ท่าแซะ,ท่าแซะ,ชุมพร,33
86020159,นาหวาน,9,ท่าแซะ,ท่าแซะ,ชุมพร,68
86020161,นาดอน,1,ท่าแซะ,ท่าแซะ,ชุมพร,195
86020165,เขาน้อย,15,ท่าแซะ,ท่าแซะ,ชุมพร,502
86020166,รัชดา,16,ท่าแซะ,ท่าแซะ,ชุมพร,787
86020201,ใหม่พัฒนา,1,คุริง,ท่าแซะ,ชุมพร,335
86020202,ใหม่อุดม,2,คุริง,ท่าแซะ,ชุมพร,443
86020203,วังมะปราง,3,คุริง,ท่าแซะ,ชุมพร,817
86020204,ทุ่งยอ,4,คุริง,ท่าแซะ,ชุมพร,531
86020205,ทุ่งกระทิงทอง,5,คุริง,ท่าแซะ,ชุมพร,310
86020206,ช่วยอนันต์,6,คุริง,ท่าแซะ,ชุมพร,644
86020207,ยี่ลาน,7,คุริง,ท่าแซะ,ชุมพร,392
86020301,ปะระ,1,สลุย,ท่าแซะ,ชุมพร,1179
86020302,ใหม่สมบูรณ์,2,สลุย,ท่าแซะ,ชุมพร,1289
86020303,หินกูบ,3,สลุย,ท่าแซะ,ชุมพร,750
86020304,พรุตะเคียน,4,สลุย,ท่าแซะ,ชุมพร,766
86020305,เหมืองทอง,5,สลุย,ท่าแซะ,ชุมพร,968
86020306,เนินทอง,6,สลุย,ท่าแซะ,ชุมพร,1218
86020307,สวนทรัพย์,7,สลุย,ท่าแซะ,ชุมพร,888
86020308,สะพานหิน,8,สลุย,ท่าแซะ,ชุมพร,604
86020401,นาหอยโข่ง,1,นากระตาม,ท่าแซะ,ชุมพร,432
86020402,ปากแพรก,2,นากระตาม,ท่าแซะ,ชุมพร,408
86020403,นาลึก,3,นากระตาม,ท่าแซะ,ชุมพร,331
86020404,หอระฆัง,4,นากระตาม,ท่าแซะ,ชุมพร,468
86020405,เขาแก้ว,5,นากระตาม,ท่าแซะ,ชุมพร,558
86020406,ควนมณี,6,นากระตาม,ท่าแซะ,ชุมพร,330
86020407,เขาค้อ,7,นากระตาม,ท่าแซะ,ชุมพร,349
86020408,ละมุ,8,นากระตาม,ท่าแซะ,ชุมพร,791
86020409,วังครก,9,นากระตาม,ท่าแซะ,ชุมพร,541
86020410,ประชาสันติ,10,นากระตาม,ท่าแซะ,ชุมพร,625
86020411,นาปะท่า,11,นากระตาม,ท่าแซะ,ชุมพร,198
86020501,รับร่อ,1,รับร่อ,ท่าแซะ,ชุมพร,244
86020502,หาดใน,2,รับร่อ,ท่าแซะ,ชุมพร,574
86020503,หาดแตง,3,รับร่อ,ท่าแซะ,ชุมพร,571
86020504,อีแบ้,4,รับร่อ,ท่าแซะ,ชุมพร,367
86020505,สวนเหนือ,5,รับร่อ,ท่าแซะ,ชุมพร,176
86020506,หลังเขา,6,รับร่อ,ท่าแซะ,ชุมพร,361
86020507,สวนใต้,7,รับร่อ,ท่าแซะ,ชุมพร,196
86020508,นาสร้าง,8,รับร่อ,ท่าแซะ,ชุมพร,570
86020509,กรายทอง,9,รับร่อ,ท่าแซะ,ชุมพร,364
86020510,สันตินิมิต,10,รับร่อ,ท่าแซะ,ชุมพร,963
86020511,พันวาล,11,รับร่อ,ท่าแซะ,ชุมพร,862
86020512,บางมาศ,12,รับร่อ,ท่าแซะ,ชุมพร,1751
86020513,เกล่า-บางเกตุ,13,รับร่อ,ท่าแซะ,ชุมพร,601
86020514,สตงท่าสำราญ,14,รับร่อ,ท่าแซะ,ชุมพร,650
86020515,บางไม้แก้วพัฒนา,15,รับร่อ,ท่าแซะ,ชุมพร,716
86020516,บางเกตุ,16,รับร่อ,ท่าแซะ,ชุมพร,593
86020517,หินเภาพัฒนา,17,รับร่อ,ท่าแซะ,ชุมพร,1764
86020518,บางฝนตก,18,รับร่อ,ท่าแซะ,ชุมพร,924
86020519,สันกำแพง,19,รับร่อ,ท่าแซะ,ชุมพร,912
86020520,พันวาล 4,20,รับร่อ,ท่าแซะ,ชุมพร,1240
86020521,สตง,21,รับร่อ,ท่าแซะ,ชุมพร,901
86020522,คลองไทรแก้ว,22,รับร่อ,ท่าแซะ,ชุมพร,924
86020523,สันกำแพง 1,23,รับร่อ,ท่าแซะ,ชุมพร,907
86020601,หนองเรียง,1,ท่าข้าม,ท่าแซะ,ชุมพร,544
86020602,หาดหงษ์,2,ท่าข้าม,ท่าแซะ,ชุมพร,377
86020603,หนองเรือ,3,ท่าข้าม,ท่าแซะ,ชุมพร,444
86020604,ท่าข้าม,4,ท่าข้าม,ท่าแซะ,ชุมพร,356
86020605,ทุ่งน้ำผุด,5,ท่าข้าม,ท่าแซะ,ชุมพร,316
86020606,ละหาร,6,ท่าข้าม,ท่าแซะ,ชุมพร,344
86020607,หัวว่าว,7,ท่าข้าม,ท่าแซะ,ชุมพร,637
86020608,ทุ่งนาตาจอ,8,ท่าข้าม,ท่าแซะ,ชุมพร,786
86020609,หาดคู,9,ท่าข้าม,ท่าแซะ,ชุมพร,281
86020610,ดินก้อง,10,ท่าข้าม,ท่าแซะ,ชุมพร,432
86020611,หาดส้มแป้น,11,ท่าข้าม,ท่าแซะ,ชุมพร,558
86020612,ศาลาประชาคม,12,ท่าข้าม,ท่าแซะ,ชุมพร,480
86020613,ทับพระ,13,ท่าข้าม,ท่าแซะ,ชุมพร,408
86020614,เนินคีรี,14,ท่าข้าม,ท่าแซะ,ชุมพร,412
86020615,เทพวังทอง,15,ท่าข้าม,ท่าแซะ,ชุมพร,485
86020701,สามไกร,1,หงษ์เจริญ,ท่าแซะ,ชุมพร,783
86020702,นายาว,2,หงษ์เจริญ,ท่าแซะ,ชุมพร,1131
86020703,ยายไท,3,หงษ์เจริญ,ท่าแซะ,ชุมพร,549
86020704,ตาหงษ์,4,หงษ์เจริญ,ท่าแซะ,ชุมพร,1630
86020705,ปากด่าน,5,หงษ์เจริญ,ท่าแซะ,ชุมพร,1155
86020706,บึงลัด,6,หงษ์เจริญ,ท่าแซะ,ชุมพร,399
86020707,ตางิ,7,หงษ์เจริญ,ท่าแซะ,ชุมพร,534
86020708,นาทุ่ง,8,หงษ์เจริญ,ท่าแซะ,ชุมพร,781
86020709,บางกลอย,9,หงษ์เจริญ,ท่าแซะ,ชุมพร,681
86020710,ธรรมเจริญ,10,หงษ์เจริญ,ท่าแซะ,ชุมพร,1200
86020711,โป่งบอน,11,หงษ์เจริญ,ท่าแซะ,ชุมพร,474
86020712,สมานมิตร,12,หงษ์เจริญ,ท่าแซะ,ชุมพร,352
86020713,ยายหม่อน,13,หงษ์เจริญ,ท่าแซะ,ชุมพร,717
86020714,แหลม,14,หงษ์เจริญ,ท่าแซะ,ชุมพร,791
86020801,หินแก้ว,1,หินแก้ว,ท่าแซะ,ชุมพร,233
86020802,ในโสม,2,หินแก้ว,ท่าแซะ,ชุมพร,410
86020803,วังพุง,3,หินแก้ว,ท่าแซะ,ชุมพร,429
86020804,ในรักษ์,4,หินแก้ว,ท่าแซะ,ชุมพร,430
86020805,จันทึง,5,หินแก้ว,ท่าแซะ,ชุมพร,2240
86020806,นาตีนเขา,6,หินแก้ว,ท่าแซะ,ชุมพร,721
86020901,นาเมือง,1,ทรัพย์อนันต์,ท่าแซะ,ชุมพร,319
86020902,นาหวาน,2,ทรัพย์อนันต์,ท่าแซะ,ชุมพร,570
86020903,แก่งเพกา,3,ทรัพย์อนันต์,ท่าแซะ,ชุมพร,523
86020904,เกาะอม,4,ทรัพย์อนันต์,ท่าแซะ,ชุมพร,586
86020905,นาโครงช้าง,5,ทรัพย์อนันต์,ท่าแซะ,ชุมพร,743
86020906,ทรัพย์อนันต์,6,ทรัพย์อนันต์,ท่าแซะ,ชุมพร,878
86020907,ทรัพย์สมบูรณ์,7,ทรัพย์อนันต์,ท่าแซะ,ชุมพร,293
86021001,ห้วยทรายขาว,1,สองพี่น้อง,ท่าแซะ,ชุมพร,2145
86021002,ห้วยใหญ่,2,สองพี่น้อง,ท่าแซะ,ชุมพร,930
86021003,งาช้าง,3,สองพี่น้อง,ท่าแซะ,ชุมพร,1059
86021004,ร้านตัดผม,4,สองพี่น้อง,ท่าแซะ,ชุมพร,1930
86021005,ตาเงาะ,5,สองพี่น้อง,ท่าแซะ,ชุมพร,1089
86021006,สามล้าน,6,สองพี่น้อง,ท่าแซะ,ชุมพร,599
86021007,ดวงดี,7,สองพี่น้อง,ท่าแซะ,ชุมพร,822
86030101,หน้าทับ,1,บางสน,ปะทิว,ชุมพร,556
86030102,ดอนตะเคียน,2,บางสน,ปะทิว,ชุมพร,369
86030103,เกาะเสม็ด,3,บางสน,ปะทิว,ชุมพร,256
86030104,บางเสียบ,4,บางสน,ปะทิว,ชุมพร,581
86030105,หัวนอน,5,บางสน,ปะทิว,ชุมพร,316
86030106,คอกม้า,6,บางสน,ปะทิว,ชุมพร,612
86030107,บางสน,7,บางสน,ปะทิว,ชุมพร,1022
86030108,แหลมยาง,8,บางสน,ปะทิว,ชุมพร,383
86030201,ท่าตาเสือ,1,ทะเลทรัพย์,ปะทิว,ชุมพร,340
86030202,เกาะชะอม,2,ทะเลทรัพย์,ปะทิว,ชุมพร,309
86030203,ห้วยหลุด,3,ทะเลทรัพย์,ปะทิว,ชุมพร,669
86030204,ทะเลทรัพย์,4,ทะเลทรัพย์,ปะทิว,ชุมพร,720
86030205,ปากบ่อ,5,ทะเลทรัพย์,ปะทิว,ชุมพร,830
86030206,บ่อนก,6,ทะเลทรัพย์,ปะทิว,ชุมพร,702
86030207,เจริญทรัพย์,7,ทะเลทรัพย์,ปะทิว,ชุมพร,881
86030208,วังทอง,8,ทะเลทรัพย์,ปะทิว,ชุมพร,424
86030253,ห้วยหลุด,3,ทะเลทรัพย์,ปะทิว,ชุมพร,215
86030301,หนองปลาไหล,1,สะพลี,ปะทิว,ชุมพร,435
86030302,ปากด่าน,2,สะพลี,ปะทิว,ชุมพร,769
86030303,ดอนคา,3,สะพลี,ปะทิว,ชุมพร,538
86030304,ควน,4,สะพลี,ปะทิว,ชุมพร,663
86030305,ชายทะเล,5,สะพลี,ปะทิว,ชุมพร,1029
86030306,พรุใหญ่,6,สะพลี,ปะทิว,ชุมพร,800
86030307,คลองใหญ่,7,สะพลี,ปะทิว,ชุมพร,436
86030308,ทุ่งวัวแล่น,8,สะพลี,ปะทิว,ชุมพร,845
86030309,ห้วยตาอ่อน,9,สะพลี,ปะทิว,ชุมพร,58
86030310,ฝ่ายเขา,10,สะพลี,ปะทิว,ชุมพร,684
86030311,พรุปริง,11,สะพลี,ปะทิว,ชุมพร,324
86030351,หนองปลาไหล,1,สะพลี,ปะทิว,ชุมพร,512
86030354,ควน,4,สะพลี,ปะทิว,ชุมพร,80
86030359,ห้วยตาอ่อน,9,สะพลี,ปะทิว,ชุมพร,566
86030401,แหลมแท่น,1,ชุมโค,ปะทิว,ชุมพร,566
86030402,ชุมโค,2,ชุมโค,ปะทิว,ชุมพร,562
86030403,ถ้ำเขาพลู,3,ชุมโค,ปะทิว,ชุมพร,712
86030404,วังช้าง,4,ชุมโค,ปะทิว,ชุมพร,792
86030405,บางจาก,5,ชุมโค,ปะทิว,ชุมพร,901
86030406,บ่อเมา,6,ชุมโค,ปะทิว,ชุมพร,1820
86030407,ทรัพย์สมบูรณ์,7,ชุมโค,ปะทิว,ชุมพร,430
86030408,ช่องมุด,8,ชุมโค,ปะทิว,ชุมพร,1003
86030409,ดอนปลักหมู,9,ชุมโค,ปะทิว,ชุมพร,567
86030410,เกาะภูมิ,10,ชุมโค,ปะทิว,ชุมพร,636
86030411,ทุ่งยอ,11,ชุมโค,ปะทิว,ชุมพร,973
86030412,ช่องมุด 2,12,ชุมโค,ปะทิว,ชุมพร,556
86030413,สมบูรณ์สุข,13,ชุมโค,ปะทิว,ชุมพร,388
86030414,ประชาธิปไตย,14,ชุมโค,ปะทิว,ชุมพร,257
86030501,มาบอำมฤต,1,ดอนยาง,ปะทิว,ชุมพร,249
86030502,ห้วยรากไม้,2,ดอนยาง,ปะทิว,ชุมพร,656
86030503,ดอนยาง,3,ดอนยาง,ปะทิว,ชุมพร,494
86030504,ดอนทราย,4,ดอนยาง,ปะทิว,ชุมพร,331
86030505,ทุ่งเรี้ย,5,ดอนยาง,ปะทิว,ชุมพร,438
86030506,ทุ่งมังกะตาล,6,ดอนยาง,ปะทิว,ชุมพร,342
86030507,ทุ่งดำรง,7,ดอนยาง,ปะทิว,ชุมพร,412
86030508,ทุ่งเศรษฐี,8,ดอนยาง,ปะทิว,ชุมพร,283
86030509,ดอนสัก,9,ดอนยาง,ปะทิว,ชุมพร,309
86030510,ห้วยแก้ว,10,ดอนยาง,ปะทิว,ชุมพร,782
86030511,กรมหลวง,11,ดอนยาง,ปะทิว,ชุมพร,276
86030512,ทุ่งน้ำใส,12,ดอนยาง,ปะทิว,ชุมพร,110
86030513,ในบ้าน,13,ดอนยาง,ปะทิว,ชุมพร,38
86030514,ดอนทรายงาม,14,ดอนยาง,ปะทิว,ชุมพร,340
86030515,ดอนทรายพัฒนา,15,ดอนยาง,ปะทิว,ชุมพร,319
86030516,ดอนสำราญพัฒนา,16,ดอนยาง,ปะทิว,ชุมพร,325
86030551,มาบอำมฤต,1,ดอนยาง,ปะทิว,ชุมพร,965
86030562,ทุ่งน้ำใส,12,ดอนยาง,ปะทิว,ชุมพร,1439
86030563,ในบ้าน,13,ดอนยาง,ปะทิว,ชุมพร,1099
86030601,ทุ่งมหา,1,ปากคลอง,ปะทิว,ชุมพร,922
86030602,บ่อสำโรง,2,ปากคลอง,ปะทิว,ชุมพร,577
86030603,ถ้ำธง,3,ปากคลอง,ปะทิว,ชุมพร,474
86030604,บางแหวน,4,ปากคลอง,ปะทิว,ชุมพร,677
86030605,น้ำพุ,5,ปากคลอง,ปะทิว,ชุมพร,413
86030606,บนไร่,6,ปากคลอง,ปะทิว,ชุมพร,698
86030607,ท่าแอด,7,ปากคลอง,ปะทิว,ชุมพร,626
86030701,เขาเลี้ยว,1,เขาไชยราช,ปะทิว,ชุมพร,777
86030702,ทุ่งพัด,2,เขาไชยราช,ปะทิว,ชุมพร,271
86030703,พละ,3,เขาไชยราช,ปะทิว,ชุมพร,523
86030704,ไชยราช,4,เขาไชยราช,ปะทิว,ชุมพร,541
86030705,หนองผาก,5,เขาไชยราช,ปะทิว,ชุมพร,308
86030706,ทรายแก้ว,6,เขาไชยราช,ปะทิว,ชุมพร,588
86030707,ม่วงแถว,7,เขาไชยราช,ปะทิว,ชุมพร,350
86030708,ชัยพฤกษ์,8,เขาไชยราช,ปะทิว,ชุมพร,392
86030709,ทรายเงิน,9,เขาไชยราช,ปะทิว,ชุมพร,364
86030710,ไชยราชสันติสุข,10,เขาไชยราช,ปะทิว,ชุมพร,335
86030711,ทุ่งทอง,11,เขาไชยราช,ปะทิว,ชุมพร,233
86040201,นาพระ,1,ขันเงิน,หลังสวน,ชุมพร,125
86040202,นากรอก,2,ขันเงิน,หลังสวน,ชุมพร,243
86040203,พะเนียด,3,ขันเงิน,หลังสวน,ชุมพร,90
86040204,ดอนตะโก,4,ขันเงิน,หลังสวน,ชุมพร,59
86040205,สุวรรณคีรี,5,ขันเงิน,หลังสวน,ชุมพร,240
86040206,ทุ่งใน,6,ขันเงิน,หลังสวน,ชุมพร,221
86040207,หน้าเขาทอง,7,ขันเงิน,หลังสวน,ชุมพร,436
86040301,แม่ทะเล,1,ท่ามะพลา,หลังสวน,ชุมพร,369
86040302,ท่าสะท้อน,2,ท่ามะพลา,หลังสวน,ชุมพร,266
86040303,ฝ่ายคลอง,3,ท่ามะพลา,หลังสวน,ชุมพร,242
86040304,หนองหิน,4,ท่ามะพลา,หลังสวน,ชุมพร,317
86040305,หนองเทา,5,ท่ามะพลา,หลังสวน,ชุมพร,348
86040306,ชายเขา,6,ท่ามะพลา,หลังสวน,ชุมพร,352
86040307,เขาเงิน,7,ท่ามะพลา,หลังสวน,ชุมพร,394
86040308,เขาเงิน,8,ท่ามะพลา,หลังสวน,ชุมพร,249
86040309,ดอนนนท์,9,ท่ามะพลา,หลังสวน,ชุมพร,570
86040401,ห้วยนุ้ย,1,นาขา,หลังสวน,ชุมพร,153
86040402,บ่อคุณ,2,นาขา,หลังสวน,ชุมพร,143
86040403,บ่อโค,3,นาขา,หลังสวน,ชุมพร,189
86040404,วัดใหม่,4,นาขา,หลังสวน,ชุมพร,148
86040405,ดอนโพธิ์,5,นาขา,หลังสวน,ชุมพร,350
86040406,ดอนตาผล,6,นาขา,หลังสวน,ชุมพร,525
86040407,หนองปลา,7,นาขา,หลังสวน,ชุมพร,910
86040408,สะพานสูง,8,นาขา,หลังสวน,ชุมพร,318
86040409,ควนหินมุ้ย,9,นาขา,หลังสวน,ชุมพร,769
86040410,ในเหมือง,10,นาขา,หลังสวน,ชุมพร,937
86040411,สวนผึ้ง,11,นาขา,หลังสวน,ชุมพร,1244
86040412,ร่วมใจ,12,นาขา,หลังสวน,ชุมพร,911
86040413,ห้วยเหมือง,13,นาขา,หลังสวน,ชุมพร,1237
86040501,คลองด่าน,1,นาพญา,หลังสวน,ชุมพร,56
86040502,ดอนสะท้อน,2,นาพญา,หลังสวน,ชุมพร,182
86040503,วัง,3,นาพญา,หลังสวน,ชุมพร,83
86040504,ควนตะวันออก,4,นาพญา,หลังสวน,ชุมพร,431
86040505,คลองขนาน,5,นาพญา,หลังสวน,ชุมพร,246
86040506,สะพานยูง,6,นาพญา,หลังสวน,ชุมพร,415
86040507,ทุ่งตก,7,นาพญา,หลังสวน,ชุมพร,163
86040508,ทุ่งใน,8,นาพญา,หลังสวน,ชุมพร,469
86040509,นาพญา,9,นาพญา,หลังสวน,ชุมพร,609
86040510,หนองเตย,10,นาพญา,หลังสวน,ชุมพร,71
86040511,นาจีนเก้า,11,นาพญา,หลังสวน,ชุมพร,80
86040512,ทุ่งหลวง,12,นาพญา,หลังสวน,ชุมพร,320
86040513,โตนดห้าต้น,13,นาพญา,หลังสวน,ชุมพร,179
86040514,คลองราง,14,นาพญา,หลังสวน,ชุมพร,99
86040515,ห้วยจรเข้,15,นาพญา,หลังสวน,ชุมพร,340
86040516,บางมั่น,16,นาพญา,หลังสวน,ชุมพร,260
86040517,สุขสันติ,17,นาพญา,หลังสวน,ชุมพร,453
86040518,ห้วยกรวด,18,นาพญา,หลังสวน,ชุมพร,296
86040519,เขาดิน,19,นาพญา,หลังสวน,ชุมพร,363
86040601,เขาวอ,1,บ้านควน,หลังสวน,ชุมพร,190
86040602,หนองสิต,2,บ้านควน,หลังสวน,ชุมพร,356
86040603,วัดใหญ่,3,บ้านควน,หลังสวน,ชุมพร,177
86040604,เขาชก,4,บ้านควน,หลังสวน,ชุมพร,951
86040605,ช่องสะท้อน,5,บ้านควน,หลังสวน,ชุมพร,631
86040606,ห้วยหอย,6,บ้านควน,หลังสวน,ชุมพร,448
86040607,ทุ่งค้อ,7,บ้านควน,หลังสวน,ชุมพร,253
86040608,สถานีเก่า,8,บ้านควน,หลังสวน,ชุมพร,211
86040609,ทุ่งควน,9,บ้านควน,หลังสวน,ชุมพร,402
86040610,คลองขนาน,10,บ้านควน,หลังสวน,ชุมพร,392
86040611,วัดเหนือ,11,บ้านควน,หลังสวน,ชุมพร,417
86040612,คลองกก,12,บ้านควน,หลังสวน,ชุมพร,304
86040613,ทุ่งขุนพรหม,13,บ้านควน,หลังสวน,ชุมพร,858
86040614,ควนเหนือ,14,บ้านควน,หลังสวน,ชุมพร,193
86040615,ห้วยขี้นาค,15,บ้านควน,หลังสวน,ชุมพร,120
86040616,ทับวัง,16,บ้านควน,หลังสวน,ชุมพร,1008
86040617,ห้วยตาสิงห์,17,บ้านควน,หลังสวน,ชุมพร,415
86040618,เขาเกรียบ,18,บ้านควน,หลังสวน,ชุมพร,627
86040701,น้ำตก,1,บางมะพร้าว,หลังสวน,ชุมพร,133
86040702,บางมะพร้าว,2,บางมะพร้าว,หลังสวน,ชุมพร,183
86040703,ห้วยหลอด,3,บางมะพร้าว,หลังสวน,ชุมพร,668
86040704,บางมะพร้าว,4,บางมะพร้าว,หลังสวน,ชุมพร,181
86040705,บางมะพร้าว,5,บางมะพร้าว,หลังสวน,ชุมพร,262
86040706,หัวเขาท่ากอ,6,บางมะพร้าว,หลังสวน,ชุมพร,262
86040707,บางมะยัง,7,บางมะพร้าว,หลังสวน,ชุมพร,180
86040708,หนองทองดีหนึ่ง,8,บางมะพร้าว,หลังสวน,ชุมพร,322
86040709,น้ำตก,9,บางมะพร้าว,หลังสวน,ชุมพร,431
86040710,ราษฎร์บำรุง,10,บางมะพร้าว,หลังสวน,ชุมพร,412
86040711,หนองทองดีสอง,11,บางมะพร้าว,หลังสวน,ชุมพร,258
86040712,หัวแหลม,12,บางมะพร้าว,หลังสวน,ชุมพร,642
86040713,กลางอ่าว,13,บางมะพร้าว,หลังสวน,ชุมพร,260
86040714,กลางอ่าว 2,14,บางมะพร้าว,หลังสวน,ชุมพร,432
86040801,บางน้ำจืด,1,บางน้ำจืด,หลังสวน,ชุมพร,272
86040802,บางน้ำจืด,2,บางน้ำจืด,หลังสวน,ชุมพร,273
86040803,แหลมหญ้า,3,บางน้ำจืด,หลังสวน,ชุมพร,642
86040804,บางหยี,4,บางน้ำจืด,หลังสวน,ชุมพร,510
86040805,คลองวงค์,5,บางน้ำจืด,หลังสวน,ชุมพร,127
86040806,บางมุด,6,บางน้ำจืด,หลังสวน,ชุมพร,236
86040807,ทัพนายสังข์,7,บางน้ำจืด,หลังสวน,ชุมพร,229
86040808,หนองไก่ปิ้ง,8,บางน้ำจืด,หลังสวน,ชุมพร,656
86040809,หนองพ้อ,9,บางน้ำจืด,หลังสวน,ชุมพร,173
86040810,ชายเขา,10,บางน้ำจืด,หลังสวน,ชุมพร,203
86040811,บางน้ำจืด,11,บางน้ำจืด,หลังสวน,ชุมพร,226
86040812,น้ำลอด,12,บางน้ำจืด,หลังสวน,ชุมพร,461
86040813,ท้องครก,13,บางน้ำจืด,หลังสวน,ชุมพร,757
86040814,เกาะพิทักษ์,14,บางน้ำจืด,หลังสวน,ชุมพร,119
86040901,บางสมบูรณ์,1,ปากน้ำ,หลังสวน,ชุมพร,2262
86040902,ทัพชัย,2,ปากน้ำ,หลังสวน,ชุมพร,152
86040903,หัวกรัง,3,ปากน้ำ,หลังสวน,ชุมพร,2942
86040904,หินสามก้อน,4,ปากน้ำ,หลังสวน,ชุมพร,673
86040905,หนองไทร,5,ปากน้ำ,หลังสวน,ชุมพร,311
86040906,ทุ่งล่าง,6,ปากน้ำ,หลังสวน,ชุมพร,410
86041001,หนองหอย,1,พ้อแดง,หลังสวน,ชุมพร,215
86041002,ท่าวัดร้าง,2,พ้อแดง,หลังสวน,ชุมพร,292
86041003,ดอนยาง,3,พ้อแดง,หลังสวน,ชุมพร,188
86041004,แหลมน้ำ,4,พ้อแดง,หลังสวน,ชุมพร,300
86041005,บางกา,5,พ้อแดง,หลังสวน,ชุมพร,157
86041006,ยางงาม,6,พ้อแดง,หลังสวน,ชุมพร,188
86041007,หนองหลวง,7,พ้อแดง,หลังสวน,ชุมพร,137
86041008,ดอนม่วง,8,พ้อแดง,หลังสวน,ชุมพร,244
86041009,พ้อแดง,9,พ้อแดง,หลังสวน,ชุมพร,241
