รหัส,ชื่อหมู่บ้าน,หมู่,ชื่อตำบล,ชื่ออำเภอ,จังหวัด,ประชากร
86041010,ต้นกุล,10,พ้อแดง,หลังสวน,ชุมพร,102
86041101,ทัพยอ,1,แหลมทราย,หลังสวน,ชุมพร,241
86041102,นาร่อง,2,แหลมทราย,หลังสวน,ชุมพร,242
86041103,ท่ามะปริง,3,แหลมทราย,หลังสวน,ชุมพร,198
86041104,บางหลีก,4,แหลมทราย,หลังสวน,ชุมพร,349
86041105,ปากช่อง,5,แหลมทราย,หลังสวน,ชุมพร,354
86041106,ปากช่อง,6,แหลมทราย,หลังสวน,ชุมพร,207
86041107,บางลำภู,7,แหลมทราย,หลังสวน,ชุมพร,106
86041108,บางลำภู,8,แหลมทราย,หลังสวน,ชุมพร,138
86041109,ด่าน,9,แหลมทราย,หลังสวน,ชุมพร,282
86041110,ด่าน,10,แหลมทราย,หลังสวน,ชุมพร,201
86041111,แหลมทราย,11,แหลมทราย,หลังสวน,ชุมพร,311
86041112,แหลมทราย,12,แหลมทราย,หลังสวน,ชุมพร,512
86041201,วังตะกอ,1,วังตะกอ,หลังสวน,ชุมพร,98
86041202,ทุ่งนาหมู่,2,วังตะกอ,หลังสวน,ชุมพร,98
86041203,นอกไส,3,วังตะกอ,หลังสวน,ชุมพร,273
86041204,เขาม่วง,4,วังตะกอ,หลังสวน,ชุมพร,1394
86041205,นาพรุ,5,วังตะกอ,หลังสวน,ชุมพร,1060
86041206,ดอนกระจาย,6,วังตะกอ,หลังสวน,ชุมพร,736
86041207,ปากสระ,7,วังตะกอ,หลังสวน,ชุมพร,421
86041208,ปากปิ,8,วังตะกอ,หลังสวน,ชุมพร,671
86041209,แหลมน้ำ,9,วังตะกอ,หลังสวน,ชุมพร,256
86041210,ทุ่งแร่,10,วังตะกอ,หลังสวน,ชุมพร,282
86041211,เขาแงน,11,วังตะกอ,หลังสวน,ชุมพร,688
86041212,บากแดง,12,วังตะกอ,หลังสวน,ชุมพร,645
86041213,หินช้างสี,13,วังตะกอ,หลังสวน,ชุมพร,624
86041301,ทุ่งตาชุม,1,หาดยาย,หลังสวน,ชุมพร,155
86041302,เชี่ยวยาหมู,2,หาดยาย,หลังสวน,ชุมพร,120
86041303,ทุ่งต้นยาง,3,หาดยาย,หลังสวน,ชุมพร,279
86041304,หาดยาย,4,หาดยาย,หลังสวน,ชุมพร,415
86041305,หัวหิน,5,หาดยาย,หลังสวน,ชุมพร,231
86041306,แหลมปาย,6,หาดยาย,หลังสวน,ชุมพร,557
86041307,วังพรหม,7,หาดยาย,หลังสวน,ชุมพร,384
86041308,ในกริม,8,หาดยาย,หลังสวน,ชุมพร,879
86041309,คลองหงาว,9,หาดยาย,หลังสวน,ชุมพร,957
86041310,ชุมแสง,10,หาดยาย,หลังสวน,ชุมพร,723
86041311,ทอนจันทร์,11,หาดยาย,หลังสวน,ชุมพร,444
86041312,พรรณราย,12,หาดยาย,หลังสวน,ชุมพร,283
86041313,ห้วยทรายขาว,13,หาดยาย,หลังสวน,ชุมพร,789
86050101,ปากน้ำละแม,1,ละแม,ละแม,ชุมพร,545
86050102,ท่าแพ,2,ละแม,ละแม,ชุมพร,169
86050103,หาดสูง,3,ละแม,ละแม,ชุมพร,345
86050104,ทรายทอง,4,ละแม,ละแม,ชุมพร,462
86050105,แหลมสันติ,5,ละแม,ละแม,ชุมพร,745
86050106,ทุ่งสวรรค์,6,ละแม,ละแม,ชุมพร,682
86050107,ควนทัง,7,ละแม,ละแม,ชุมพร,1236
86050108,บ่อโว้,8,ละแม,ละแม,ชุมพร,439
86050109,ลุ่มพวาฝั่งขวา,9,ละแม,ละแม,ชุมพร,220
86050110,ลุ่มพวาฝั่งซ้าย,10,ละแม,ละแม,ชุมพร,869
86050111,เขาข่า,11,ละแม,ละแม,ชุมพร,861
86050112,ทุ่งขี้หนอน,12,ละแม,ละแม,ชุมพร,453
86050113,คลองสง,13,ละแม,ละแม,ชุมพร,857
86050114,มาดยาว,14,ละแม,ละแม,ชุมพร,176
86050115,คลองกลาง,15,ละแม,ละแม,ชุมพร,754
86050116,สระขาว,16,ละแม,ละแม,ชุมพร,758
86050117,ราชดำเนิน,17,ละแม,ละแม,ชุมพร,573
86050118,ยวนไทร,18,ละแม,ละแม,ชุมพร,616
86050119,ทรัพย์ทวี,19,ละแม,ละแม,ชุมพร,458
86050120,รุ่งเรือง,20,ละแม,ละแม,ชุมพร,372
86050152,ท่าแพ,2,ละแม,ละแม,ชุมพร,369
86050154,มาดยาว,14,ละแม,ละแม,ชุมพร,382
86050157,ควนทัง,7,ละแม,ละแม,ชุมพร,33
86050159,ลุ่มพวาฝั่งขวา,9,ละแม,ละแม,ชุมพร,998
86050201,เขาเสร็จ,1,ทุ่งหลวง,ละแม,ชุมพร,420
86050202,เขาหลาง,2,ทุ่งหลวง,ละแม,ชุมพร,925
86050203,ห้วยทรายขาว,3,ทุ่งหลวง,ละแม,ชุมพร,387
86050204,ฝ่ายคลอง,4,ทุ่งหลวง,ละแม,ชุมพร,485
86050205,หัวมาด,5,ทุ่งหลวง,ละแม,ชุมพร,553
86050206,เขานาง,6,ทุ่งหลวง,ละแม,ชุมพร,505
86050207,ช่องเอี่ยว,7,ทุ่งหลวง,ละแม,ชุมพร,811
86050208,หนองฉ้ง,8,ทุ่งหลวง,ละแม,ชุมพร,423
86050209,ห้วยทรายขาวใต้,9,ทุ่งหลวง,ละแม,ชุมพร,530
86050301,นาจีนซิ้ว,1,สวนแตง,ละแม,ชุมพร,504
86050302,ดวด,2,สวนแตง,ละแม,ชุมพร,343
86050303,ในดวด,3,สวนแตง,ละแม,ชุมพร,617
86050304,ดอนแค,4,สวนแตง,ละแม,ชุมพร,448
86050305,แหลมดิน,5,สวนแตง,ละแม,ชุมพร,358
86050306,หนองบัว,6,สวนแตง,ละแม,ชุมพร,505
86050307,สวนสมบูรณ์,7,สวนแตง,ละแม,ชุมพร,469
86050308,ควนผาสุข,8,สวนแตง,ละแม,ชุมพร,521
86050309,ทะเลงาม,9,สวนแตง,ละแม,ชุมพร,388
86050310,เขาตากุน,10,สวนแตง,ละแม,ชุมพร,259
86050401,ทุ่งคา,1,ทุ่งคาวัด,ละแม,ชุมพร,810
86050402,ทุ่งเชิงดี,2,ทุ่งคาวัด,ละแม,ชุมพร,344
86050403,ทุ่งคาวัด,3,ทุ่งคาวัด,ละแม,ชุมพร,281
86050404,ไสใหญ่,4,ทุ่งคาวัด,ละแม,ชุมพร,593
86050405,ทับใหม่,5,ทุ่งคาวัด,ละแม,ชุมพร,1046
86050406,ช่องลม,6,ทุ่งคาวัด,ละแม,ชุมพร,530
86050407,หินลูกช้าง,7,ทุ่งคาวัด,ละแม,ชุมพร,586
86050408,เนินสันติ,8,ทุ่งคาวัด,ละแม,ชุมพร,928
86060101,เขาตะเภาทอง,1,พะโต๊ะ,พะโต๊ะ,ชุมพร,625
86060102,ท่าไทร,2,พะโต๊ะ,พะโต๊ะ,ชุมพร,62
86060103,ไสงอ,3,พะโต๊ะ,พะโต๊ะ,ชุมพร,118
86060104,ควน,4,พะโต๊ะ,พะโต๊ะ,ชุมพร,60
86060105,บึงขุด,5,พะโต๊ะ,พะโต๊ะ,ชุมพร,200
86060106,ในหยาน,6,พะโต๊ะ,พะโต๊ะ,ชุมพร,556
86060107,ท่าตีน,7,พะโต๊ะ,พะโต๊ะ,ชุมพร,274
86060108,พะโต๊ะ,8,พะโต๊ะ,พะโต๊ะ,ชุมพร,829
86060109,ปากเลข,9,พะโต๊ะ,พะโต๊ะ,ชุมพร,418
86060110,ในจอก,10,พะโต๊ะ,พะโต๊ะ,ชุมพร,715
86060111,ห้วยกุ้งทอง,11,พะโต๊ะ,พะโต๊ะ,ชุมพร,310
86060112,ตรัง,12,พะโต๊ะ,พะโต๊ะ,ชุมพร,508
86060113,ห้วยขอน,13,พะโต๊ะ,พะโต๊ะ,ชุมพร,349
86060114,ปะติมะ,14,พะโต๊ะ,พะโต๊ะ,ชุมพร,662
86060115,ในจูน,15,พะโต๊ะ,พะโต๊ะ,ชุมพร,253
86060116,คลองช้าง,16,พะโต๊ะ,พะโต๊ะ,ชุมพร,326
86060117,ศรีสมุทร,17,พะโต๊ะ,พะโต๊ะ,ชุมพร,383
86060118,ประสานมิตร,18,พะโต๊ะ,พะโต๊ะ,ชุมพร,548
86060119,ปิยะภูมิ,19,พะโต๊ะ,พะโต๊ะ,ชุมพร,445
86060153,ไสงอ,3,พะโต๊ะ,พะโต๊ะ,ชุมพร,171
86060154,ควน,4,พะโต๊ะ,พะโต๊ะ,ชุมพร,191
86060155,บึงขุด,5,พะโต๊ะ,พะโต๊ะ,ชุมพร,116
86060157,ท่าตีน,7,พะโต๊ะ,พะโต๊ะ,ชุมพร,278
86060201,ต่อตั้ง,1,ปากทรง,พะโต๊ะ,ชุมพร,462
86060202,ห้างแก,2,ปากทรง,พะโต๊ะ,ชุมพร,516
86060203,บกไฟ,3,ปากทรง,พะโต๊ะ,ชุมพร,457
86060204,ปากทรง,4,ปากทรง,พะโต๊ะ,ชุมพร,818
86060205,ทับขอน,5,ปากทรง,พะโต๊ะ,ชุมพร,739
86060206,สะพานสอง,6,ปากทรง,พะโต๊ะ,ชุมพร,707
86060207,ตะแบกงาม,7,ปากทรง,พะโต๊ะ,ชุมพร,469
